model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,onefusion|gpu|float,onefusion|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 4572288, 'filter_size': 23328}",150.44,vulkan.conv2d,258.92,vulkan.conv2d,429.4,vulkan.conv2d,73.339581,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",292.4,vulkan.conv2d,519.16,vulkan.conv2d,823.16,vulkan.conv2d,8.489587,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",292.8,vulkan.conv2d,593.96,vulkan.conv2d,822.68,vulkan.conv2d,6.270834,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",292.92,vulkan.conv2d,513.56,vulkan.conv2d,820.08,vulkan.conv2d,88.225002,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 18, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 14112, 'output_size': 3528, 'flops': 254016, 'filter_size': 1296}",22.68,vulkan.conv2d_pw_2x2,64.4,vulkan.conv2d_pw_2x2,27.28,vulkan.conv2d_pw_2x2,50.766667,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 36, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 14112, 'output_size': 7056, 'flops': 508032, 'filter_size': 2592}",21.2,vulkan.conv2d_pw_2x2,55.36,vulkan.conv2d_pw_2x2,42.64,vulkan.conv2d_pw_2x2,9.31875,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.84,vulkan.conv2d,397.92,vulkan.conv2d,1113.76,vulkan.conv2d,72.675,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.84,vulkan.conv2d,467.48,vulkan.conv2d,758.2,vulkan.conv2d,26.3625,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 2286144, 'filter_size': 11664}",86.44,vulkan.conv2d,153.24,vulkan.conv2d,237.6,vulkan.conv2d,42.0,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",293.84,vulkan.conv2d,516.64,vulkan.conv2d,817.12,vulkan.conv2d,65.887498,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",366.16,vulkan.conv2d,392.76,vulkan.conv2d,1111.96,vulkan.conv2d,91.760413,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.04,vulkan.conv2d,391.6,vulkan.conv2d,1114.32,vulkan.conv2d,88.168751,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.64,vulkan.conv2d,394.0,vulkan.conv2d,1113.04,vulkan.conv2d,91.86875,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 28224, 'flops': 4572288, 'filter_size': 5832}",151.52,vulkan.conv2d,237.44,vulkan.conv2d,441.68,vulkan.conv2d,30.545832,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 14112, 'flops': 2286144, 'filter_size': 2916}",103.16,vulkan.conv2d,150.52,vulkan.conv2d,293.64,vulkan.conv2d,75.693749,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",249.68,vulkan.conv2d,395.6,vulkan.conv2d,757.28,vulkan.conv2d,72.352088,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",251.36,vulkan.conv2d,400.92,vulkan.conv2d,758.0,vulkan.conv2d,75.854163,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.96,vulkan.conv2d,395.4,vulkan.conv2d,758.16,vulkan.conv2d,73.218753,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 508032, 'filter_size': 648}",21.4,vulkan.conv2d_pw_2x2,47.76,vulkan.conv2d_pw_2x2,51.72,vulkan.conv2d_pw_2x2,66.795835,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 4572288, 'filter_size': 23328}",150.68,vulkan.conv2d,263.88,vulkan.conv2d,429.32,vulkan.conv2d,73.064584,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",291.64,vulkan.conv2d,515.48,vulkan.conv2d,817.24,vulkan.conv2d,8.512498,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",292.04,vulkan.conv2d,521.16,vulkan.conv2d,816.92,vulkan.conv2d,6.087497,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",291.44,vulkan.conv2d,511.28,vulkan.conv2d,815.0,vulkan.conv2d,88.349998,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 18, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 14112, 'output_size': 3528, 'flops': 254016, 'filter_size': 1296}",22.28,vulkan.conv2d_pw_2x2,60.08,vulkan.conv2d_pw_2x2,27.76,vulkan.conv2d_pw_2x2,50.966669,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 36, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 14112, 'output_size': 7056, 'flops': 508032, 'filter_size': 2592}",22.16,vulkan.conv2d_pw_2x2,62.64,vulkan.conv2d_pw_2x2,43.12,vulkan.conv2d_pw_2x2,9.172916,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.76,vulkan.conv2d,395.76,vulkan.conv2d,1114.88,vulkan.conv2d,72.606251,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",251.12,vulkan.conv2d,396.88,vulkan.conv2d,758.52,vulkan.conv2d,26.360416,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 2286144, 'filter_size': 11664}",86.24,vulkan.conv2d,153.8,vulkan.conv2d,236.04,vulkan.conv2d,42.108336,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",293.72,vulkan.conv2d,576.0,vulkan.conv2d,816.68,vulkan.conv2d,66.514587,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",366.32,vulkan.conv2d,393.2,vulkan.conv2d,1112.92,vulkan.conv2d,92.1625,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.52,vulkan.conv2d,393.44,vulkan.conv2d,1114.32,vulkan.conv2d,88.050001,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.56,vulkan.conv2d,392.08,vulkan.conv2d,1112.36,vulkan.conv2d,91.937499,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 28224, 'flops': 4572288, 'filter_size': 5832}",151.84,vulkan.conv2d,232.72,vulkan.conv2d,441.2,vulkan.conv2d,29.622921,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 14112, 'flops': 2286144, 'filter_size': 2916}",104.04,vulkan.conv2d,150.48,vulkan.conv2d,293.68,vulkan.conv2d,75.206248,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",249.72,vulkan.conv2d,393.12,vulkan.conv2d,756.56,vulkan.conv2d,72.48125,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",251.12,vulkan.conv2d,397.84,vulkan.conv2d,761.04,vulkan.conv2d,75.743749,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.6,vulkan.conv2d,390.04,vulkan.conv2d,757.76,vulkan.conv2d,73.039584,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 508032, 'filter_size': 648}",21.64,vulkan.conv2d_pw_2x2,46.96,vulkan.conv2d_pw_2x2,51.36,vulkan.conv2d_pw_2x2,65.956253,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 14112, 'flops': 4572288, 'filter_size': 23328}",150.0,vulkan.conv2d,264.52,vulkan.conv2d,427.28,vulkan.conv2d,73.35,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",291.36,vulkan.conv2d,523.12,vulkan.conv2d,817.52,vulkan.conv2d,8.464581,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",292.72,vulkan.conv2d,517.64,vulkan.conv2d,815.64,vulkan.conv2d,6.1,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",291.32,vulkan.conv2d,518.32,vulkan.conv2d,815.12,vulkan.conv2d,88.270835,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 18, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 14112, 'output_size': 3528, 'flops': 254016, 'filter_size': 1296}",22.28,vulkan.conv2d_pw_2x2,58.68,vulkan.conv2d_pw_2x2,27.96,vulkan.conv2d_pw_2x2,50.8125,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 36, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 14112, 'output_size': 7056, 'flops': 508032, 'filter_size': 2592}",21.0,vulkan.conv2d_pw_2x2,53.8,vulkan.conv2d_pw_2x2,41.8,vulkan.conv2d_pw_2x2,9.237498,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.0,vulkan.conv2d,396.4,vulkan.conv2d,1114.64,vulkan.conv2d,72.312501,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 36, 'input_shape': 28, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 28224, 'output_size': 28224, 'flops': 9144576, 'filter_size': 11664}",250.88,vulkan.conv2d,395.28,vulkan.conv2d,758.68,vulkan.conv2d,26.279164,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 28, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 2286144, 'filter_size': 11664}",86.04,vulkan.conv2d,155.24,vulkan.conv2d,237.12,vulkan.conv2d,42.112503,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 144, 'output_shape': 7, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 7056, 'flops': 4572288, 'filter_size': 93312}",180.72,vulkan.conv2d,239.4,vulkan.conv2d,404.88,vulkan.conv2d,65.960415,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 72, 'input_shape': 14, 'output_channel': 72, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 14112, 'output_size': 14112, 'flops': 9144576, 'filter_size': 46656}",290.0,vulkan.conv2d,521.0,vulkan.conv2d,813.6,vulkan.conv2d,53.631247,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 144, 'input_shape': 7, 'output_channel': 144, 'output_shape': 7, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 7056, 'output_size': 7056, 'flops': 9144576, 'filter_size': 186624}",352.16,vulkan.conv2d,456.08,vulkan.conv2d,788.48,vulkan.conv2d,76.418754,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.6,vulkan.conv2d,391.8,vulkan.conv2d,1114.12,vulkan.conv2d,92.187501,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",367.88,vulkan.conv2d,396.36,vulkan.conv2d,1114.48,vulkan.conv2d,88.289584,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 56448, 'flops': 9144576, 'filter_size': 2916}",365.24,vulkan.conv2d,392.24,vulkan.conv2d,1113.52,vulkan.conv2d,92.124997,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 36, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 28224, 'flops': 4572288, 'filter_size': 5832}",151.8,vulkan.conv2d,231.08,vulkan.conv2d,442.96,vulkan.conv2d,29.574998,metal.prepack_conv2d
hrnet_w18_small_v2,vulkan_prepack::run_conv2d_context,"{'input_channel': 18, 'input_shape': 56, 'output_channel': 18, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 1, 'input_size': 56448, 'output_size': 14112, 'flops': 2286144, 'filter_size': 2916}",103.2,vulkan.conv2d,149.16,vulkan.conv2d,293.12,vulkan.conv2d,29.812503,metal.prepack_conv2d
